phen_id,trait_type,phenocode,pheno_sex,coding,modifier,description,category,n_cases_EUR,filename
1300,categorical,20087,both_sexes,170,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,12647.0,categorical-20087-both_sexes-170.tsv.bgz
1301,categorical,20087,both_sexes,171,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,735.0,categorical-20087-both_sexes-171.tsv.bgz
1302,categorical,20087,both_sexes,172,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,5341.0,categorical-20087-both_sexes-172.tsv.bgz
1303,categorical,20087,both_sexes,173,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,2163.0,categorical-20087-both_sexes-173.tsv.bgz
1304,categorical,20087,both_sexes,174,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,2684.0,categorical-20087-both_sexes-174.tsv.bgz
1305,categorical,20087,both_sexes,175,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,585.0,categorical-20087-both_sexes-175.tsv.bgz
1306,categorical,20087,both_sexes,176,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,3832.0,categorical-20087-both_sexes-176.tsv.bgz
1307,categorical,20087,both_sexes,178,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,1411.0,categorical-20087-both_sexes-178.tsv.bgz
1308,categorical,20087,both_sexes,179,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,1669.0,categorical-20087-both_sexes-179.tsv.bgz
1309,categorical,20087,both_sexes,181,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,252.0,categorical-20087-both_sexes-181.tsv.bgz
1310,categorical,20087,both_sexes,182,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,949.0,categorical-20087-both_sexes-182.tsv.bgz
1311,categorical,20087,both_sexes,184,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,331.0,categorical-20087-both_sexes-184.tsv.bgz
1312,categorical,20087,both_sexes,185,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,277.0,categorical-20087-both_sexes-185.tsv.bgz
1313,categorical,20087,both_sexes,187,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,128.0,categorical-20087-both_sexes-187.tsv.bgz
1314,categorical,20087,both_sexes,188,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,2400.0,categorical-20087-both_sexes-188.tsv.bgz
1315,categorical,20087,both_sexes,190,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,636.0,categorical-20087-both_sexes-190.tsv.bgz
1316,categorical,20087,both_sexes,191,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,596.0,categorical-20087-both_sexes-191.tsv.bgz
1317,categorical,20087,both_sexes,192,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,120.0,categorical-20087-both_sexes-192.tsv.bgz
1318,categorical,20087,both_sexes,193,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,807.0,categorical-20087-both_sexes-193.tsv.bgz
1319,categorical,20087,both_sexes,194,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,121.0,categorical-20087-both_sexes-194.tsv.bgz
1320,categorical,20087,both_sexes,195,,Types of spread used on bread/crackers,Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday,169.0,categorical-20087-both_sexes-195.tsv.bgz
1321,categorical,20088,both_sexes,332,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,11137.0,categorical-20088-both_sexes-332.tsv.bgz
1322,categorical,20088,both_sexes,333,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1929.0,categorical-20088-both_sexes-333.tsv.bgz
1323,categorical,20088,both_sexes,334,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1250.0,categorical-20088-both_sexes-334.tsv.bgz
1324,categorical,20088,both_sexes,335,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2922.0,categorical-20088-both_sexes-335.tsv.bgz
1325,categorical,20088,both_sexes,336,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2290.0,categorical-20088-both_sexes-336.tsv.bgz
1326,categorical,20088,both_sexes,337,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,226.0,categorical-20088-both_sexes-337.tsv.bgz
1327,categorical,20088,both_sexes,338,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2512.0,categorical-20088-both_sexes-338.tsv.bgz
1328,categorical,20088,both_sexes,339,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2462.0,categorical-20088-both_sexes-339.tsv.bgz
1329,categorical,20088,both_sexes,340,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1636.0,categorical-20088-both_sexes-340.tsv.bgz
1330,categorical,20088,both_sexes,341,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,3348.0,categorical-20088-both_sexes-341.tsv.bgz
1331,categorical,20088,both_sexes,342,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,4871.0,categorical-20088-both_sexes-342.tsv.bgz
1332,categorical,20088,both_sexes,343,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2866.0,categorical-20088-both_sexes-343.tsv.bgz
1333,categorical,20088,both_sexes,344,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1548.0,categorical-20088-both_sexes-344.tsv.bgz
1334,categorical,20088,both_sexes,345,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,508.0,categorical-20088-both_sexes-345.tsv.bgz
1335,categorical,20088,both_sexes,346,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2768.0,categorical-20088-both_sexes-346.tsv.bgz
1336,categorical,20088,both_sexes,347,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1026.0,categorical-20088-both_sexes-347.tsv.bgz
1337,categorical,20088,both_sexes,348,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1304.0,categorical-20088-both_sexes-348.tsv.bgz
1338,categorical,20088,both_sexes,349,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,4001.0,categorical-20088-both_sexes-349.tsv.bgz
1339,categorical,20088,both_sexes,350,,Types of spreads/sauces consumed,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2637.0,categorical-20088-both_sexes-350.tsv.bgz
1340,categorical,20089,both_sexes,461,,Type of meals eaten,Online follow-up > Diet by 24-hour recall > Meal type yesterday,2384.0,categorical-20089-both_sexes-461.tsv.bgz
1341,categorical,20089,both_sexes,462,,Type of meals eaten,Online follow-up > Diet by 24-hour recall > Meal type yesterday,8842.0,categorical-20089-both_sexes-462.tsv.bgz
1342,categorical,20089,both_sexes,463,,Type of meals eaten,Online follow-up > Diet by 24-hour recall > Meal type yesterday,5305.0,categorical-20089-both_sexes-463.tsv.bgz
1343,categorical,20089,both_sexes,464,,Type of meals eaten,Online follow-up > Diet by 24-hour recall > Meal type yesterday,4580.0,categorical-20089-both_sexes-464.tsv.bgz
1344,categorical,20089,both_sexes,465,,Type of meals eaten,Online follow-up > Diet by 24-hour recall > Meal type yesterday,47052.0,categorical-20089-both_sexes-465.tsv.bgz
1345,categorical,20090,both_sexes,352,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,10319.0,categorical-20090-both_sexes-352.tsv.bgz
1346,categorical,20090,both_sexes,353,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,20466.0,categorical-20090-both_sexes-353.tsv.bgz
1347,categorical,20090,both_sexes,354,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,7210.0,categorical-20090-both_sexes-354.tsv.bgz
1348,categorical,20090,both_sexes,355,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,4546.0,categorical-20090-both_sexes-355.tsv.bgz
1349,categorical,20090,both_sexes,356,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1340.0,categorical-20090-both_sexes-356.tsv.bgz
1350,categorical,20090,both_sexes,357,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,642.0,categorical-20090-both_sexes-357.tsv.bgz
1351,categorical,20090,both_sexes,359,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,7510.0,categorical-20090-both_sexes-359.tsv.bgz
1352,categorical,20090,both_sexes,360,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2322.0,categorical-20090-both_sexes-360.tsv.bgz
1353,categorical,20090,both_sexes,361,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,616.0,categorical-20090-both_sexes-361.tsv.bgz
1354,categorical,20090,both_sexes,362,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,4227.0,categorical-20090-both_sexes-362.tsv.bgz
1355,categorical,20090,both_sexes,363,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,211.0,categorical-20090-both_sexes-363.tsv.bgz
1356,categorical,20090,both_sexes,364,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,633.0,categorical-20090-both_sexes-364.tsv.bgz
1357,categorical,20090,both_sexes,365,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,3066.0,categorical-20090-both_sexes-365.tsv.bgz
1358,categorical,20090,both_sexes,366,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,165.0,categorical-20090-both_sexes-366.tsv.bgz
1359,categorical,20090,both_sexes,367,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1316.0,categorical-20090-both_sexes-367.tsv.bgz
1360,categorical,20090,both_sexes,368,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,906.0,categorical-20090-both_sexes-368.tsv.bgz
1361,categorical,20090,both_sexes,369,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,266.0,categorical-20090-both_sexes-369.tsv.bgz
1362,categorical,20090,both_sexes,370,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,191.0,categorical-20090-both_sexes-370.tsv.bgz
1363,categorical,20090,both_sexes,371,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,4863.0,categorical-20090-both_sexes-371.tsv.bgz
1364,categorical,20090,both_sexes,372,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,351.0,categorical-20090-both_sexes-372.tsv.bgz
1365,categorical,20090,both_sexes,373,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,2209.0,categorical-20090-both_sexes-373.tsv.bgz
1366,categorical,20090,both_sexes,374,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,876.0,categorical-20090-both_sexes-374.tsv.bgz
1367,categorical,20090,both_sexes,375,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,933.0,categorical-20090-both_sexes-375.tsv.bgz
1368,categorical,20090,both_sexes,376,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,163.0,categorical-20090-both_sexes-376.tsv.bgz
1369,categorical,20090,both_sexes,377,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,1467.0,categorical-20090-both_sexes-377.tsv.bgz
1370,categorical,20090,both_sexes,379,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,597.0,categorical-20090-both_sexes-379.tsv.bgz
1371,categorical,20090,both_sexes,380,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,598.0,categorical-20090-both_sexes-380.tsv.bgz
1372,categorical,20090,both_sexes,383,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,534.0,categorical-20090-both_sexes-383.tsv.bgz
1373,categorical,20090,both_sexes,385,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,178.0,categorical-20090-both_sexes-385.tsv.bgz
1374,categorical,20090,both_sexes,386,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,162.0,categorical-20090-both_sexes-386.tsv.bgz
1375,categorical,20090,both_sexes,389,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,892.0,categorical-20090-both_sexes-389.tsv.bgz
1376,categorical,20090,both_sexes,391,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,241.0,categorical-20090-both_sexes-391.tsv.bgz
1377,categorical,20090,both_sexes,392,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,274.0,categorical-20090-both_sexes-392.tsv.bgz
1378,categorical,20090,both_sexes,394,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,241.0,categorical-20090-both_sexes-394.tsv.bgz
1379,categorical,20090,both_sexes,395,,Type of fat/oil used in cooking,Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday,191.0,categorical-20090-both_sexes-395.tsv.bgz
